hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-09-29 13:00:00.000 UTC,98233432.91199306,4536,40022703.074709006,38172191.797626,1531,6335448.458388003,6126278.860886999,777,0.0,0.0,0
2024-09-29 14:00:00.000 UTC,95587660.5711308,4996,22207203.52789498,12363796.805945003,1719,6919179.1706639975,8018824.041504999,811,0.0,0.0,0
2024-09-29 15:00:00.000 UTC,215588505.05656108,5121,41475054.697151005,22561413.12158901,1795,16531701.382943995,12358861.877329,878,0.0,0.0,0
2024-09-29 16:00:00.000 UTC,151321489.95655516,5155,66478019.013524026,55277452.58240799,1879,13891117.893737003,19434686.251458004,868,0.0,0.0,0
2024-09-29 17:00:00.000 UTC,84580373.24177419,5053,26407377.09031999,27430372.70127298,1791,5340883.227268001,6021053.86477,764,0.0,0.0,0
2024-09-29 18:00:00.000 UTC,105595104.65821896,4661,48973870.47737001,47008419.53858299,1698,6575111.437806015,7123738.965287998,690,0.0,0.0,0
2024-09-29 19:00:00.000 UTC,100387248.93476392,4626,37930342.98278999,26578254.539181005,1740,2224430.2549,1738699.7680169991,656,21868.0,0.0,1
2024-09-29 20:00:00.000 UTC,68407917.7795131,4614,16742319.176717008,19768138.368838,1761,5480394.633843998,5489382.086801002,743,0.0,0.0,0
2024-09-29 21:00:00.000 UTC,68458306.61574692,3977,22064880.140484,15166489.421059,1458,10305186.721589006,10575445.611852992,678,6700.0,0.0,1
2024-09-29 22:00:00.000 UTC,101488718.1581198,3971,15312315.528280009,9155275.145584004,1380,27765052.98004101,25950960.269634,840,539.032,0.0,1
2024-09-29 23:00:00.000 UTC,38915938.00434402,4537,11055354.589155998,8996551.621528002,2308,2858266.431086997,3694701.576851001,703,0.0,0.0,0
2024-09-30 00:00:00.000 UTC,140702082.86077604,3988,41868638.730446,33169384.298033018,1302,13552781.860254994,16536737.423347,854,3608732.0,3608831.0,2
2024-09-30 01:00:00.000 UTC,161446897.67459294,4436,51830551.99841304,66382373.303028986,1306,13287885.89842201,15578211.920238,805,499592.413828,382862.479963,3
2024-09-30 02:00:00.000 UTC,168280192.73818403,3980,63428290.37466303,61172430.84707396,1158,20124766.140553005,18295146.320266988,802,0.0,0.0,0
2024-09-30 03:00:00.000 UTC,270980007.2846201,4873,61507193.45702496,71112474.75524998,1640,42072415.17755599,46130304.44003701,852,0.0115,0.0,1
2024-09-30 04:00:00.000 UTC,208026336.6037977,5122,66807703.92697999,60625759.921023965,1873,19561669.922413003,18864482.481534008,708,0.0,7700.0,1
2024-09-30 05:00:00.000 UTC,148340919.58821565,4724,31934329.904476974,41139195.21066199,1377,13211214.272673992,13418137.3943,700,199999.276517,648000.0,5
2024-09-30 06:00:00.000 UTC,296634966.3925591,4863,91479290.08630894,101004854.986469,1696,20218014.582928017,20222237.66088501,848,0.0,0.0,0
2024-09-30 07:00:00.000 UTC,544895211.7665038,5595,219644683.0504016,238946220.38507503,2002,25914224.712673992,24662836.128843013,736,5056358.9271,189.778526,4
2024-09-30 08:00:00.000 UTC,377220301.0703156,6322,67581595.49766904,85730576.57115896,2248,22394331.56235101,18467263.177354977,905,252256.4115,270000.0,3
2024-09-30 09:00:00.000 UTC,411916361.26504326,7247,121698523.79698391,94539571.02438588,2612,14539691.278745988,20250119.170532,970,18014342.45,13559135.08765,7
2024-09-30 10:00:00.000 UTC,504121222.48931015,8323,233042654.65545964,224998078.6651032,2853,14502293.581103994,15976006.203546992,1101,1558968.5912,590660.0,5
2024-09-30 11:00:00.000 UTC,279794145.2222501,7583,104932069.59994498,86914974.61421296,2723,15113410.293504,11829079.205452994,874,1904235.857885,7978783.110236,7
2024-09-30 12:00:00.000 UTC,456359834.0906062,7450,206013398.0424892,193697251.0835511,2691,11621458.630090993,10692681.007426005,851,51369.599,620272.26,6
2024-09-30 13:00:00.000 UTC,592162231.5064553,7306,399266459.0621037,394255196.4977188,2672,6005706.110040998,3569041.189373001,647,4218525.7063,429414.677174,4
2024-09-30 14:00:00.000 UTC,347919915.6868498,7429,143624695.93051606,160114236.12022507,2788,15484556.068874007,9824164.783122,772,4811519.0,58478.0,5
2024-09-30 15:00:00.000 UTC,330099176.0740121,7125,104825831.57222793,94986963.90435392,2507,9931650.056867996,10486464.148814997,717,1185384.856772,784827.800476,4
2024-09-30 16:00:00.000 UTC,502231421.3725216,7161,123241750.313798,125523496.80703704,2533,14449113.797039002,13991400.412153017,728,1813793.132,181770.78,3
2024-09-30 17:00:00.000 UTC,535920604.3009229,6830,156632878.9908151,181386732.28589493,2493,15143993.240576,9934367.945753,673,5665.0,580005.5392819999,3
2024-09-30 18:00:00.000 UTC,206176783.8252624,6483,52140604.78521106,62307740.64083703,2382,17894402.619371995,17305882.413038,734,3190414.573108,54285.239119000005,5
2024-09-30 19:00:00.000 UTC,372314641.9715235,5824,184770424.07442603,195340803.42890105,2154,7461471.469677994,5374472.060392002,613,13187032.524528,15118960.0,8
2024-09-30 20:00:00.000 UTC,190896842.6611381,5663,68134543.03797498,73685435.67712699,2162,6533733.974205999,3662819.803807998,608,8334996.08,15060361.890843,7
2024-09-30 21:00:00.000 UTC,80998972.58584295,5828,21932193.677164994,19622233.40823301,2538,7430758.289247999,5486402.668572,623,135322.0,0.0,2
2024-09-30 22:00:00.000 UTC,71292711.28492299,4743,9786890.546651006,9956011.777642002,1746,5320017.583006,5299921.585609998,620,351950.0373,268791.283304,2
2024-09-30 23:00:00.000 UTC,230316330.1167032,4749,91243315.282464,45071889.69746998,1722,8513930.397265006,10051748.306888994,915,0.0,0.0,0
